Gender,SeniorCitizen,Partner,Dependents,Age,Tenure,PhoneService,PaperlessBilling,NumServices,MonthlyCharges,TotalCharges,AvgMonthlySpend,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer,PaymentMethod_Credit card,PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureGroup_0-1yr,TenureGroup_1-2yr,TenureGroup_2-4yr,TenureGroup_4+yr
-0.9757929038057299,-0.4372473319565902,0.9753048303966929,0.9782367619480543,1.3681875098660665,-0.28223960826996003,0.3429732104393465,-1.0050125627355517,0.30956005078315113,-0.8448604156465571,-0.6336429756746612,-0.8659215087022923,1.3917103011791725,-0.6978458623389862,-0.7049865162000988,-0.73339624350059,1.121878315265577,-0.5116929284217688,-0.7205412153324636,-0.689543549139638,1.4057704208690962,-0.7049865162000988,1.412888771859958,-0.7085656919737809,-0.7241479433806597,1.4337948813028014,-0.6998270603077019,-1.0758704862242345,1.699196631762093,-0.5097475058154178,-0.584278720365344,1.7332062785496722,-0.5692669665271995,-0.5788898726408979,-0.44573697446426297,-0.4605661864718383,1.3870748387117167,-0.6816633757881396
-0.9757929038057299,-0.4372473319565902,0.9753048303966929,-1.022247413814838,0.8154465116034878,0.6536334383494542,0.3429732104393465,0.995012437733208,1.4733196401934938,0.2002111268780295,0.7011067472238437,0.25951939206604313,-0.7185403450364038,-0.6978458623389862,1.4184668458483913,-0.73339624350059,1.121878315265577,-0.5116929284217688,1.3878456620119801,-0.689543549139638,-0.7113537069458078,1.4184668458483913,-0.7077697975358515,-0.7085656919737809,-0.7241479433806597,-0.6974498326367027,1.4289244539362582,-1.0758704862242345,-0.5885134076348683,1.9617555526835775,1.7115119294002512,-0.576965368967385,-0.5692669665271995,-0.5788898726408979,-0.44573697446426297,-0.4605661864718383,-0.7209416334945398,1.4669997472635221
-0.9757929038057299,-0.4372473319565902,0.9753048303966929,-1.022247413814838,-1.4569331479204468,-0.08521370371850441,0.3429732104393465,-1.0050125627355517,-0.8541995386271914,0.4451443101979005,0.16508566431285082,0.430403221517658,-0.7185403450364038,1.4329811982380707,-0.7049865162000988,-0.73339624350059,-0.8913622684321832,1.9542970880686836,1.3878456620119801,-0.689543549139638,-0.7113537069458078,-0.7049865162000988,1.412888771859958,-0.7085656919737809,-0.7241479433806597,1.4337948813028014,-0.6998270603077019,-1.0758704862242345,1.699196631762093,-0.5097475058154178,-0.584278720365344,-0.576965368967385,1.7566450519700407,-0.5788898726408979,-0.44573697446426297,-0.4605661864718383,1.3870748387117167,-0.6816633757881396
1.0248076165545568,-0.4372473319565902,0.9753048303966929,-1.022247413814838,-1.1498548155523476,0.01329924855722341,0.3429732104393465,0.995012437733208,-0.27231974392202013,0.6544381430204442,0.37835501861269916,0.6464003819444989,-0.7185403450364038,-0.6978458623389862,1.4184668458483913,1.3635193919549924,-0.8913622684321832,-0.5116929284217688,-0.7205412153324636,-0.689543549139638,1.4057704208690962,1.4184668458483913,-0.7077697975358515,-0.7085656919737809,1.380933287377072,-0.6974498326367027,-0.6998270603077019,-1.0758704862242345,-0.5885134076348683,1.9617555526835775,1.7115119294002512,-0.576965368967385,-0.5692669665271995,-0.5788898726408979,-0.44573697446426297,-0.4605661864718383,1.3870748387117167,-0.6816633757881396
-0.9757929038057299,2.287035110140545,0.9753048303966929,0.9782367619480543,-1.5797644808676865,0.4073510576601347,0.3429732104393465,0.995012437733208,-0.8541995386271914,-1.285810026701732,-0.5561910630234349,-1.2336635096821673,1.3917103011791725,-0.6978458623389862,-0.7049865162000988,1.3635193919549924,-0.8913622684321832,-0.5116929284217688,1.3878456620119801,-0.689543549139638,-0.7113537069458078,-0.7049865162000988,-0.7077697975358515,1.4113017484862969,-0.7241479433806597,1.4337948813028014,-0.6998270603077019,-1.0758704862242345,-0.5885134076348683,1.9617555526835775,1.7115119294002512,-0.576965368967385,-0.5692669665271995,-0.5788898726408979,-0.44573697446426297,-0.4605661864718383,1.3870748387117167,-0.6816633757881396
1.0248076165545568,2.287035110140545,-1.0253204627247283,0.9782367619480543,-0.9041921496578681,-0.9718302742000547,0.3429732104393465,0.995012437733208,0.30956005078315113,-1.146397273285714,-1.0438585206412265,-1.1591581600412633,-0.7185403450364038,1.4329811982380707,-0.7049865162000988,-0.73339624350059,1.121878315265577,-0.5116929284217688,-0.7205412153324636,1.4502347259251815,-0.7113537069458078,-0.7049865162000988,1.412888771859958,-0.7085656919737809,-0.7241479433806597,1.4337948813028014,-0.6998270603077019,0.9294799074835652,-0.5885134076348683,-0.5097475058154178,-0.584278720365344,-0.576965368967385,1.7566450519700407,-0.5788898726408979,-0.44573697446426297,2.1712405933672376,-0.7209416334945398,-0.6816633757881396
1.0248076165545568,2.287035110140545,-1.0253204627247283,-1.022247413814838,0.324121179814529,-1.2673691310272381,0.3429732104393465,0.995012437733208,-0.27231974392202013,-0.1439531891991081,-0.9632291774731002,0.07188894732817018,1.3917103011791725,-0.6978458623389862,-0.7049865162000988,-0.73339624350059,1.121878315265577,-0.5116929284217688,-0.7205412153324636,-0.689543549139638,1.4057704208690962,-0.7049865162000988,1.412888771859958,-0.7085656919737809,-0.7241479433806597,1.4337948813028014,-0.6998270603077019,0.9294799074835652,-0.5885134076348683,-0.5097475058154178,-0.584278720365344,-0.576965368967385,-0.5692669665271995,1.7274442813069024,2.243475541157233,-0.4605661864718383,-0.7209416334945398,-0.6816633757881396
-0.9757929038057299,-0.4372473319565902,0.9753048303966929,-1.022247413814838,-1.2726861484995873,0.45660753379799857,0.3429732104393465,0.995012437733208,-1.4360793333323627,-0.34346367090473795,0.1397806730779171,-0.28901770047364045,-0.7185403450364038,1.4329811982380707,-0.7049865162000988,1.3635193919549924,-0.8913622684321832,-0.5116929284217688,-0.7205412153324636,1.4502347259251815,-0.7113537069458078,-0.7049865162000988,1.412888771859958,-0.7085656919737809,-0.7241479433806597,-0.6974498326367027,1.4289244539362582,-1.0758704862242345,1.699196631762093,-0.5097475058154178,1.7115119294002512,-0.576965368967385,-0.5692669665271995,-0.5788898726408979,-0.44573697446426297,-0.4605661864718383,1.3870748387117167,-0.6816633757881396
-0.9757929038057299,-0.4372473319565902,-1.0253204627247283,0.9782367619480543,-1.1498548155523476,-1.6121644639922856,-2.915679620338294,-1.0050125627355517,1.4733196401934938,-0.7809192279895865,-1.2598038927520487,-0.43392718784860995,1.3917103011791725,-0.6978458623389862,-0.7049865162000988,1.3635193919549924,-0.8913622684321832,-0.5116929284217688,-0.7205412153324636,-0.689543549139638,1.4057704208690962,-0.7049865162000988,1.412888771859958,-0.7085656919737809,-0.7241479433806597,-0.6974498326367027,1.4289244539362582,0.9294799074835652,-0.5885134076348683,-0.5097475058154178,1.7115119294002512,-0.576965368967385,-0.5692669665271995,-0.5788898726408979,2.243475541157233,-0.4605661864718383,-0.7209416334945398,-0.6816633757881396
1.0248076165545568,-0.4372473319565902,-1.0253204627247283,-1.022247413814838,-0.2286198184480497,-0.5285219889592796,0.3429732104393465,0.995012437733208,-1.4360793333323627,-0.8102692813403273,-0.7384927325942514,-0.8286688338818404,-0.7185403450364038,-0.6978458623389862,1.4184668458483913,1.3635193919549924,-0.8913622684321832,-0.5116929284217688,-0.7205412153324636,-0.689543549139638,1.4057704208690962,-0.7049865162000988,1.412888771859958,-0.7085656919737809,-0.7241479433806597,1.4337948813028014,-0.6998270603077019,-1.0758704862242345,-0.5885134076348683,1.9617555526835775,-0.584278720365344,1.7332062785496722,-0.5692669665271995,-0.5788898726408979,-0.44573697446426297,-0.4605661864718383,1.3870748387117167,-0.6816633757881396
